point_a,point_b,distance_m,diff_mm,flag
VO02_14707,VO02_14708,1.436,1,OK
VO02_14711,VO02_14712,1.434,-1,OK
VO02_14719,VO02_14720,1.434,-1,OK
VO02_14743,VO02_14744,1.433,-2,OK
VO02_14751,VO02_14752,1.440,5,OK
VO02_14755,VO02_14756,1.439,4,OK
VO02_14759,VO02_14760,1.436,1,OK
VO02_14763,VO02_14764,1.438,3,OK
VO02_14771,VO02_14772,1.439,4,OK
VO02_14775,VO02_14776,1.435,0,OK
VO02_14779,VO02_14780,1.434,-1,OK
VO02_14803,VO02_14804,1.435,0,OK
VO02_14807,VO02_14808,1.441,6,ALERT
VO02_14811,VO02_14812,1.431,-4,OK
VO02_14815,VO02_14816,1.434,-1,OK
VO02_14819,VO02_14820,1.437,2,OK
VO02_14823,VO02_14824,1.434,-1,OK
VO02_14851,VO02_14852,1.436,1,OK
VO02_14855,VO02_14856,1.439,4,OK
VO02_14859,VO02_14860,1.436,1,OK
VO02_14883,VO02_14884,1.435,0,OK
VO02_14887,VO02_14888,1.436,1,OK
VO02_14907,VO02_14908,1.439,4,OK
VO02_14911,VO02_14912,1.437,2,OK
VO02_14919,VO02_14920,1.436,1,OK
VO02_14923,VO02_14924,1.436,1,OK
VO02_14939,VO02_14940,1.435,0,OK
VO02_14943,VO02_14944,1.437,2,OK
VO02_14947,VO02_14948,1.436,1,OK
VO02_14955,VO02_14956,1.438,3,OK
VO02_15003,VO02_15004,1.437,2,OK
VO02_15007,VO02_15008,1.437,2,OK
VO02_15015,VO02_15016,1.435,0,OK
VO02_15019,VO02_15020,1.436,1,OK
VO02_15047,VO02_15048,1.439,4,OK
VO02_15051,VO02_15052,1.439,4,OK
VO02_15055,VO02_15056,1.437,2,OK
VO02_15059,VO02_15060,1.435,0,OK
VO02_15083,VO02_15084,1.436,1,OK
VO02_15087,VO02_15088,1.438,3,OK
VO02_15091,VO02_15092,1.436,1,OK
VO02_15095,VO02_15096,1.436,1,OK
VO02_15099,VO02_15100,1.437,2,OK
VO02_15123,VO02_15124,1.436,1,OK
VO02_15127,VO02_15128,1.433,-2,OK
VO02_15131,VO02_15132,1.433,-2,OK
VO02_15135,VO02_15136,1.436,1,OK
VO02_15139,VO02_15140,1.435,0,OK
VO02_15167,VO02_15168,1.433,-2,OK
VO02_15171,VO02_15172,1.436,1,OK
VO02_15175,VO02_15176,1.437,2,OK
VO02_15179,VO02_15180,1.438,3,OK
VO02_15187,VO02_15188,1.442,7,ALERT
VO02_15211,VO02_15212,1.440,5,OK
VO02_15219,VO02_15220,1.436,1,OK
VO02_15223,VO02_15224,1.437,2,OK
VO02_15227,VO02_15228,1.436,1,OK
VO02_15283,VO02_15284,1.435,0,OK
VO02_15287,VO02_15288,1.435,0,OK
VO02_15291,VO02_15292,1.436,1,OK
VO02_15295,VO02_15296,1.438,3,OK
VO02_15299,VO02_15300,1.439,4,OK
VO02_15303,VO02_15304,1.437,2,OK
VO02_15307,VO02_15308,1.439,4,OK
VO02_15315,VO02_15316,1.436,1,OK
VO02_15319,VO02_15320,1.439,4,OK
VO02_15323,VO02_15324,1.438,3,OK
VO02_15327,VO02_15328,1.436,1,OK
VO02_15331,VO02_15332,1.438,3,OK
VO02_15335,VO02_15336,1.437,2,OK
VO02_15339,VO02_15340,1.435,0,OK
VO02_15343,VO02_15344,1.435,0,OK
VO02_15347,VO02_15348,1.434,-1,OK
VO02_15375,VO02_15376,1.440,5,OK
VO02_15379,VO02_15380,1.435,0,OK
VO02_15383,VO02_15384,1.436,1,OK
VO02_15387,VO02_15388,1.434,-1,OK
VO02_15391,VO02_15392,1.434,-1,OK
VO02_15415,VO02_15416,1.438,3,OK
VO02_15419,VO02_15420,1.434,-1,OK
VO02_15423,VO02_15424,1.437,2,OK
VO02_15427,VO02_15428,1.439,4,OK
VO02_15431,VO02_15432,1.436,1,OK
VO02_15455,VO02_15456,1.436,1,OK
VO02_15459,VO02_15460,1.436,1,OK
VO02_15463,VO02_15464,1.439,4,OK
VO02_15467,VO02_15468,1.438,3,OK
VO02_15471,VO02_15472,1.433,-2,OK
VO02_15495,VO02_15496,1.437,2,OK
VO02_15499,VO02_15500,1.434,-1,OK
VO02_15503,VO02_15504,1.436,1,OK
VO02_15507,VO02_15508,1.437,2,OK
VO02_15511,VO02_15512,1.434,-1,OK
VO02_15555,VO02_15556,1.440,5,OK
VO02_15559,VO02_15560,1.439,4,OK
VO02_15563,VO02_15564,1.437,2,OK
VO02_15567,VO02_15568,1.437,2,OK
VO02_15571,VO02_15572,1.435,0,OK
VO02_15599,VO02_15600,1.435,0,OK
VO02_15603,VO02_15604,1.433,-2,OK
VO02_15607,VO02_15608,1.438,3,OK
VO02_15611,VO02_15612,1.436,1,OK
VO02_15615,VO02_15616,1.434,-1,OK
VO02_15619,VO02_15620,1.437,2,OK
VO02_15643,VO02_15644,1.436,1,OK
VO02_15647,VO02_15648,1.438,3,OK
VO02_15651,VO02_15652,1.435,0,OK
VO02_15655,VO02_15656,1.434,-1,OK
VO02_15659,VO02_15660,1.438,3,OK
VO02_15683,VO02_15684,1.436,1,OK
VO02_15687,VO02_15688,1.435,0,OK
VO02_15691,VO02_15692,1.437,2,OK
VO02_15695,VO02_15696,1.438,3,OK
VO02_15699,VO02_15700,1.435,0,OK
VO02_15723,VO02_15724,1.434,-1,OK
VO02_15727,VO02_15728,1.437,2,OK
VO02_15731,VO02_15732,1.435,0,OK
VO02_15735,VO02_15736,1.437,2,OK
VO02_15739,VO02_15740,1.439,4,OK
VO02_15743,VO02_15744,1.436,1,OK
VO02_15747,VO02_15748,1.437,2,OK
VO02_15751,VO02_15752,1.431,-4,OK
VO02_15755,VO02_15756,1.437,2,OK
VO02_15759,VO02_15760,1.437,2,OK
VO02_15783,VO02_15784,1.437,2,OK
VO02_15787,VO02_15788,1.436,1,OK
VO02_15791,VO02_15792,1.438,3,OK
VO02_15795,VO02_15796,1.437,2,OK
VO02_15799,VO02_15800,1.437,2,OK
VO02_15823,VO02_15824,1.437,2,OK
VO02_15827,VO02_15828,1.436,1,OK
VO02_15831,VO02_15832,1.435,0,OK
VO02_15835,VO02_15836,1.436,1,OK
VO02_15839,VO02_15840,1.434,-1,OK
VO02_15869,VO02_15870,1.435,0,OK
VO02_15873,VO02_15874,1.433,-2,OK
VO02_15877,VO02_15878,1.437,2,OK
VO02_15881,VO02_15882,1.438,3,OK
VO02_15885,VO02_15886,1.436,1,OK
VO02_15929,VO02_15930,1.436,1,OK
VO02_15933,VO02_15934,1.434,-1,OK
VO02_15937,VO02_15938,1.434,-1,OK
VO02_15941,VO02_15942,1.434,-1,OK
VO02_15945,VO02_15946,1.436,1,OK
VO02_15969,VO02_15970,1.436,1,OK
VO02_15973,VO02_15974,1.439,4,OK
VO02_15977,VO02_15978,1.438,3,OK
VO02_15981,VO02_15982,1.436,1,OK
VO02_15985,VO02_15986,1.438,3,OK
VO02_16009,VO02_16010,1.439,4,OK
VO02_16013,VO02_16014,1.437,2,OK
VO02_16017,VO02_16018,1.438,3,OK
VO02_16021,VO02_16022,1.434,-1,OK
VO02_16025,VO02_16026,0.367,-1068,ALERT
VO02_16073,VO02_16074,1.439,4,OK
VO02_16077,VO02_16078,1.437,2,OK
VO02_16081,VO02_16082,1.432,-3,OK
VO02_16085,VO02_16086,1.435,0,OK
VO02_16089,VO02_16090,1.436,1,OK
VO02_16093,VO02_16094,1.437,2,OK
VO02_16097,VO02_16098,1.433,-2,OK
VO02_16101,VO02_16102,1.439,4,OK
VO02_16105,VO02_16106,1.438,3,OK
VO02_16109,VO02_16110,1.439,4,OK
VO02_16113,VO02_16114,1.433,-2,OK
VO02_16145,VO02_16146,1.434,-1,OK
VO02_16149,VO02_16150,1.438,3,OK
VO02_16153,VO02_16154,1.434,-1,OK
VO02_16157,VO02_16158,1.438,3,OK
VO02_16161,VO02_16162,1.435,0,OK
VO02_16165,VO02_16166,1.436,1,OK
VO02_16169,VO02_16170,1.432,-3,OK
VO02_16193,VO02_16194,1.430,-5,OK
VO02_16197,VO02_16198,1.433,-2,OK
VO02_16201,VO02_16202,1.431,-4,OK
VO02_16205,VO02_16206,1.435,0,OK
VO02_16209,VO02_16210,1.433,-2,OK
VO02_16233,VO02_16234,1.433,-2,OK
VO02_16237,VO02_16238,1.435,0,OK
VO02_16241,VO02_16242,1.434,-1,OK
VO02_16245,VO02_16246,1.436,1,OK
VO02_16249,VO02_16250,1.437,2,OK
VO02_16273,VO02_16274,1.437,2,OK
VO02_16277,VO02_16278,1.434,-1,OK
VO02_16281,VO02_16282,0.605,-830,ALERT
VO02_16285,VO02_16286,1.435,0,OK
VO02_16289,VO02_16290,1.434,-1,OK
VO02_16313,VO02_16314,1.432,-3,OK
VO02_16317,VO02_16318,1.437,2,OK
VO02_16321,VO02_16322,1.434,-1,OK
VO02_16325,VO02_16326,1.434,-1,OK
VO02_16329,VO02_16330,1.437,2,OK
VO02_16353,VO02_16354,1.434,-1,OK
VO02_16357,VO02_16358,1.429,-6,ALERT
VO02_16361,VO02_16362,1.436,1,OK
VO02_16365,VO02_16366,1.430,-5,OK
VO02_16369,VO02_16370,1.433,-2,OK
VO02_16393,VO02_16394,1.432,-3,OK
VO02_16397,VO02_16398,1.439,4,OK
VO02_16401,VO02_16402,1.438,3,OK
VO02_16405,VO02_16406,1.437,2,OK
VO02_16409,VO02_16410,1.436,1,OK
VO02_16413,VO02_16414,1.441,6,ALERT
VO02_16417,VO02_16418,1.433,-2,OK
VO02_16421,VO02_16422,1.439,4,OK
VO02_16425,VO02_16426,1.435,0,OK
VO02_16429,VO02_16430,1.432,-3,OK
VO02_16433,VO02_16434,1.440,5,OK
VO02_16437,VO02_16438,1.429,-6,ALERT
VO02_16441,VO02_16442,1.437,2,OK
VO02_16445,VO02_16446,1.435,0,OK
VO02_16449,VO02_16450,1.433,-2,OK
VO02_16453,VO02_16454,1.431,-4,OK
VO02_16457,VO02_16458,1.436,1,OK
VO02_16533,VO02_16534,1.438,3,OK
VO02_16537,VO02_16538,1.436,1,OK
VO02_16541,VO02_16542,1.436,1,OK
VO02_16545,VO02_16546,1.434,-1,OK
VO02_16549,VO02_16550,1.436,1,OK
VO02_16553,VO02_16554,1.438,3,OK
VO02_16577,VO02_16578,1.438,3,OK
VO02_16581,VO02_16582,1.439,4,OK
VO02_16585,VO02_16586,1.439,4,OK
VO02_16589,VO02_16590,1.436,1,OK
VO02_16593,VO02_16594,1.438,3,OK
VO02_16617,VO02_16618,1.437,2,OK
VO02_16621,VO02_16622,1.438,3,OK
VO02_16625,VO02_16626,1.435,0,OK
VO02_16629,VO02_16630,1.438,3,OK
VO02_16633,VO02_16634,1.437,2,OK
VO02_16657,VO02_16658,1.439,4,OK
VO02_16661,VO02_16662,1.438,3,OK
VO02_16665,VO02_16666,1.438,3,OK
VO02_16669,VO02_16670,1.437,2,OK
VO02_16673,VO02_16674,1.437,2,OK
VO02_16697,VO02_16698,1.436,1,OK
VO02_16701,VO02_16702,1.439,4,OK
VO02_16705,VO02_16706,1.435,0,OK
VO02_16709,VO02_16710,1.430,-5,OK
VO02_16713,VO02_16714,1.437,2,OK
VO02_16717,VO02_16718,1.434,-1,OK
VO02_16721,VO02_16722,1.430,-5,OK
VO02_16725,VO02_16726,1.435,0,OK
VO02_16729,VO02_16730,1.435,0,OK
VO02_16733,VO02_16734,1.436,1,OK
VO02_16737,VO02_16738,1.432,-3,OK
VO02_16741,VO02_16742,1.436,1,OK
VO02_16745,VO02_16746,1.436,1,OK
VO02_16749,VO02_16750,1.438,3,OK
VO02_16753,VO02_16754,1.436,1,OK
VO02_16801,VO02_16802,1.435,0,OK
VO02_16805,VO02_16806,1.435,0,OK
VO02_16809,VO02_16810,1.436,1,OK
VO02_16813,VO02_16814,1.439,4,OK
VO02_16817,VO02_16818,1.439,4,OK
VO02_16837,VO02_16838,1.435,0,OK
VO02_16841,VO02_16842,1.436,1,OK
VO02_16845,VO02_16846,1.435,0,OK
VO02_16849,VO02_16850,1.433,-2,OK
VO02_16853,VO02_16854,1.438,3,OK
VO02_16877,VO02_16878,1.438,3,OK
VO02_16881,VO02_16882,1.436,1,OK
VO02_16885,VO02_16886,1.436,1,OK
VO02_16889,VO02_16890,1.438,3,OK
VO02_16893,VO02_16894,1.437,2,OK
VO02_16917,VO02_16918,1.434,-1,OK
VO02_16951,VO02_16952,1.438,3,OK
VO02_16955,VO02_16956,1.437,2,OK
VO02_16959,VO02_16960,1.434,-1,OK
VO02_16963,VO02_16964,1.443,8,ALERT
VO02_16967,VO02_16968,1.435,0,OK
VO02_17007,VO02_17008,1.434,-1,OK
VO02_17011,VO02_17012,1.439,4,OK
VO02_17015,VO02_17016,1.436,1,OK
VO02_17019,VO02_17020,1.433,-2,OK
VO02_17023,VO02_17024,1.429,-6,ALERT
VO02_17027,VO02_17028,1.438,3,OK
VO02_17051,VO02_17052,1.432,-3,OK
VO02_17055,VO02_17056,1.434,-1,OK
VO02_17059,VO02_17060,1.435,0,OK
VO02_17063,VO02_17064,1.434,-1,OK
VO02_17067,VO02_17068,1.436,1,OK
VO02_17091,VO02_17092,1.436,1,OK
VO02_17095,VO02_17096,1.432,-3,OK
VO02_17099,VO02_17100,1.436,1,OK
VO02_17103,VO02_17104,1.433,-2,OK
VO02_17107,VO02_17108,1.854,419,ALERT
VO02_17111,VO02_17112,1.434,-1,OK
VO02_17115,VO02_17116,1.437,2,OK
VO02_17119,VO02_17120,1.439,4,OK
VO02_17123,VO02_17124,1.440,5,OK
VO02_17127,VO02_17128,1.442,7,ALERT
VO02_17131,VO02_17132,1.438,3,OK
VO02_17135,VO02_17136,1.441,6,ALERT
VO02_17139,VO02_17140,1.437,2,OK
VO02_17143,VO02_17144,1.439,4,OK
VO02_17147,VO02_17148,1.433,-2,OK
VO02_17151,VO02_17152,1.431,-4,OK
VO02_17199,VO02_17200,1.433,-2,OK
VO02_17203,VO02_17204,1.431,-4,OK
VO02_17207,VO02_17208,1.428,-7,ALERT
VO02_17211,VO02_17212,1.432,-3,OK
VO02_17215,VO02_17216,1.435,0,OK
VO02_17219,VO02_17220,1.438,3,OK
VO02_17223,VO02_17224,1.435,0,OK
VO02_17239,VO02_17240,1.434,-1,OK
VO02_17243,VO02_17244,1.438,3,OK
VO02_17247,VO02_17248,1.430,-5,OK
VO02_17251,VO02_17252,1.435,0,OK
VO02_17255,VO02_17256,1.435,0,OK
VO02_17279,VO02_17280,1.436,1,OK
VO02_17283,VO02_17284,1.437,2,OK
VO02_17287,VO02_17288,1.436,1,OK
VO02_17291,VO02_17292,1.440,5,OK
VO02_17295,VO02_17296,1.440,5,OK
VO02_17311,VO02_17312,1.435,0,OK
VO02_17315,VO02_17316,1.438,3,OK
VO02_17319,VO02_17320,1.439,4,OK
VO02_17323,VO02_17324,1.438,3,OK
VO02_17327,VO02_17328,1.439,4,OK
VO02_17403,VO02_17404,1.437,2,OK
VO02_17407,VO02_17408,1.438,3,OK
VO02_17411,VO02_17412,1.439,4,OK
VO02_17415,VO02_17416,1.435,0,OK
VO02_17419,VO02_17420,1.440,5,OK
VO02_17443,VO02_17444,1.433,-2,OK
VO02_17447,VO02_17448,1.432,-3,OK
VO02_17451,VO02_17452,1.436,1,OK
VO02_17455,VO02_17456,1.437,2,OK
VO02_17459,VO02_17460,1.435,0,OK
VO02_17483,VO02_17484,1.433,-2,OK
VO02_17487,VO02_17488,1.433,-2,OK
VO02_17491,VO02_17492,1.435,0,OK
VO02_17495,VO02_17496,1.435,0,OK
VO02_17499,VO02_17500,1.436,1,OK
VO02_17523,VO02_17524,1.433,-2,OK
VO02_17527,VO02_17528,1.435,0,OK
VO02_17531,VO02_17532,1.436,1,OK
VO02_17535,VO02_17536,1.438,3,OK
VO02_17539,VO02_17540,1.434,-1,OK
VO02_17563,VO02_17564,1.431,-4,OK
VO02_17567,VO02_17568,1.435,0,OK
VO02_17571,VO02_17572,1.435,0,OK
VO02_17575,VO02_17576,1.434,-1,OK
VO02_17579,VO02_17580,1.437,2,OK
VO02_17603,VO02_17604,1.436,1,OK
VO02_17607,VO02_17608,1.442,7,ALERT
VO02_17611,VO02_17612,1.458,23,ALERT
VO02_17619,VO02_17620,1.443,8,ALERT
VO02_17623,VO02_17624,1.431,-4,OK
VO02_17627,VO02_17628,1.439,4,OK
VO02_17663,VO02_17664,1.439,4,OK
VO02_17667,VO02_17668,1.439,4,OK
VO02_17671,VO02_17672,1.437,2,OK
VO02_17689,VO02_17690,1.438,3,OK
VO02_17693,VO02_17694,1.439,4,OK
VO02_17697,VO02_17698,1.438,3,OK
VO02_17701,VO02_17702,1.444,9,ALERT
VO02_17721,VO02_17722,1.449,14,ALERT
VO02_17725,VO02_17726,1.438,3,OK
VO02_17729,VO02_17730,1.439,4,OK
VO02_17733,VO02_17734,1.450,15,ALERT
VO02_17757,VO02_17758,1.444,9,ALERT
VO02_17761,VO02_17762,1.442,7,ALERT
VO02_17765,VO02_17766,1.435,0,OK
VO02_17769,VO02_17770,1.445,10,ALERT
VO02_17773,VO02_17774,1.437,2,OK
VO02_17777,VO02_17778,1.438,3,OK
VO02_17781,VO02_17782,1.433,-2,OK
VO02_17785,VO02_17786,1.435,0,OK
VO02_17789,VO02_17790,1.429,-6,ALERT
VO02_17793,VO02_17794,1.438,3,OK
VO02_17797,VO02_17798,1.439,4,OK
VO02_17825,VO02_17826,1.431,-4,OK
VO02_17829,VO02_17830,1.432,-3,OK
VO02_17833,VO02_17834,1.437,2,OK
VO02_17837,VO02_17838,1.435,0,OK
VO02_17841,VO02_17842,1.435,0,OK
VO02_17873,VO02_17874,1.433,-2,OK
VO02_17877,VO02_17878,1.434,-1,OK
VO02_17881,VO02_17882,1.434,-1,OK
VO02_17885,VO02_17886,1.438,3,OK
VO02_17889,VO02_17890,1.437,2,OK
VO02_17913,VO02_17914,1.432,-3,OK
VO02_17917,VO02_17918,1.437,2,OK
VO02_17921,VO02_17922,1.435,0,OK
VO02_17925,VO02_17926,1.430,-5,OK
VO02_17929,VO02_17930,1.437,2,OK
VO02_17953,VO02_17954,1.437,2,OK
VO02_17957,VO02_17958,1.432,-3,OK
VO02_17969,VO02_17970,1.434,-1,OK
VO02_17973,VO02_17974,1.435,0,OK
VO02_17977,VO02_17978,1.437,2,OK
VO02_17981,VO02_17982,1.435,0,OK
VO02_17985,VO02_17986,1.434,-1,OK
VO02_18009,VO02_18010,1.434,-1,OK
VO02_18013,VO02_18014,1.433,-2,OK
VO02_18017,VO02_18018,1.436,1,OK
VO02_18021,VO02_18022,1.436,1,OK
VO02_18025,VO02_18026,1.436,1,OK
VO02_18049,VO02_18050,1.436,1,OK
VO02_18053,VO02_18054,1.435,0,OK
VO02_18057,VO02_18058,1.432,-3,OK
VO02_18061,VO02_18062,1.438,3,OK
VO02_18065,VO02_18066,1.436,1,OK
VO02_18089,VO02_18090,1.437,2,OK
VO02_18093,VO02_18094,1.435,0,OK
VO02_18097,VO02_18098,1.436,1,OK
VO02_18101,VO02_18102,1.437,2,OK
VO02_18105,VO02_18106,1.435,0,OK
VO02_18129,VO02_18130,1.433,-2,OK
VO02_18133,VO02_18134,1.434,-1,OK
VO02_18137,VO02_18138,1.434,-1,OK
VO02_18141,VO02_18142,1.435,0,OK
VO02_18145,VO02_18146,1.437,2,OK
VO02_18189,VO02_18190,1.434,-1,OK
VO02_18193,VO02_18194,1.435,0,OK
VO02_18197,VO02_18198,1.436,1,OK
VO02_18201,VO02_18202,1.439,4,OK
VO02_18205,VO02_18206,1.434,-1,OK
VO02_18229,VO02_18230,1.437,2,OK
VO02_18233,VO02_18234,1.435,0,OK
VO02_18237,VO02_18238,1.438,3,OK
VO02_18241,VO02_18242,1.439,4,OK
VO02_18245,VO02_18246,1.435,0,OK
VO02_18269,VO02_18270,1.434,-1,OK
VO02_18273,VO02_18274,1.436,1,OK
VO02_18277,VO02_18278,1.436,1,OK
VO02_18281,VO02_18282,1.436,1,OK
VO02_18285,VO02_18286,1.437,2,OK
VO02_18309,VO02_18310,1.435,0,OK
VO02_18313,VO02_18314,1.433,-2,OK
VO02_18317,VO02_18318,1.439,4,OK
VO02_18321,VO02_18322,1.432,-3,OK
VO02_18325,VO02_18326,1.436,1,OK
VO02_18349,VO02_18350,1.444,9,ALERT
VO02_18353,VO02_18354,1.434,-1,OK
VO02_18357,VO02_18358,1.431,-4,OK
VO02_18361,VO02_18362,1.438,3,OK
VO02_18365,VO02_18366,1.432,-3,OK
VO02_18389,VO02_18390,1.435,0,OK
VO02_18393,VO02_18394,1.437,2,OK
VO02_18397,VO02_18398,1.435,0,OK
VO02_18401,VO02_18402,1.437,2,OK
VO02_18405,VO02_18406,1.437,2,OK
VO02_18425,VO02_18426,1.434,-1,OK
VO02_18429,VO02_18430,1.436,1,OK
VO02_18433,VO02_18434,1.436,1,OK
VO02_18437,VO02_18438,1.436,1,OK
VO02_18441,VO02_18442,1.435,0,OK
VO02_18465,VO02_18466,1.433,-2,OK
VO02_18469,VO02_18470,1.431,-4,OK
VO02_18473,VO02_18474,1.435,0,OK
VO02_18477,VO02_18478,1.435,0,OK
VO02_18501,VO02_18502,1.433,-2,OK
VO02_18505,VO02_18506,1.434,-1,OK
VO02_18509,VO02_18510,1.435,0,OK
VO02_18513,VO02_18514,1.435,0,OK
VO02_18517,VO02_18518,1.437,2,OK
VO02_18541,VO02_18542,1.434,-1,OK
VO02_18545,VO02_18546,1.436,1,OK
VO02_18549,VO02_18550,1.438,3,OK
VO02_18553,VO02_18554,1.438,3,OK
VO02_18557,VO02_18558,1.435,0,OK
VO02_18581,VO02_18582,1.435,0,OK
VO02_18585,VO02_18586,1.437,2,OK
VO02_18589,VO02_18590,1.437,2,OK
VO02_18593,VO02_18594,1.435,0,OK
VO02_18597,VO02_18598,1.439,4,OK
VO02_18621,VO02_18622,1.436,1,OK
VO02_18625,VO02_18626,1.434,-1,OK
VO02_18629,VO02_18630,1.435,0,OK
VO02_18633,VO02_18634,1.438,3,OK
VO02_18637,VO02_18638,1.437,2,OK
VO02_18661,VO02_18662,1.435,0,OK
VO02_18665,VO02_18666,1.430,-5,OK
VO02_18669,VO02_18670,1.432,-3,OK
VO02_18673,VO02_18674,1.437,2,OK
VO02_18677,VO02_18678,1.439,4,OK
VO02_18701,VO02_18702,1.437,2,OK
VO02_18705,VO02_18706,1.438,3,OK
VO02_18709,VO02_18710,1.438,3,OK
VO02_18713,VO02_18714,1.456,21,ALERT
VO02_18717,VO02_18718,1.441,6,ALERT
VO02_18753,VO02_18754,1.437,2,OK
VO02_18757,VO02_18758,1.436,1,OK
VO02_18761,VO02_18762,1.437,2,OK
VO02_18765,VO02_18766,1.436,1,OK
VO02_18769,VO02_18770,1.437,2,OK
VO02_18773,VO02_18774,1.438,3,OK
VO02_18777,VO02_18778,1.439,4,OK
VO02_18781,VO02_18782,1.456,21,ALERT
VO02_18785,VO02_18786,1.443,8,ALERT
VO02_18809,VO02_18810,1.441,6,ALERT
VO02_18813,VO02_18814,1.440,5,OK
VO02_18817,VO02_18818,1.435,0,OK
VO02_18821,VO02_18822,1.437,2,OK
VO02_18825,VO02_18826,1.436,1,OK
VO02_18849,VO02_18850,1.437,2,OK
VO02_18853,VO02_18854,1.435,0,OK
VO02_18857,VO02_18858,1.438,3,OK
VO02_18861,VO02_18862,1.435,0,OK
VO02_18865,VO02_18866,1.436,1,OK
VO02_18889,VO02_18890,1.435,0,OK
VO02_18893,VO02_18894,1.438,3,OK
VO02_18897,VO02_18898,1.437,2,OK
VO02_18901,VO02_18902,1.436,1,OK
VO02_18905,VO02_18906,1.435,0,OK
VO02_18949,VO02_18950,1.435,0,OK
VO02_18953,VO02_18954,1.436,1,OK
VO02_18957,VO02_18958,1.436,1,OK
VO02_18961,VO02_18962,1.434,-1,OK
VO02_18965,VO02_18966,1.436,1,OK
VO02_18969,VO02_18970,1.437,2,OK
VO02_18973,VO02_18974,1.433,-2,OK
VO02_18977,VO02_18978,1.434,-1,OK
VO02_18981,VO02_18982,1.436,1,OK
VO02_18985,VO02_18986,1.434,-1,OK
VO02_19009,VO02_19010,1.434,-1,OK
VO02_19013,VO02_19014,1.437,2,OK
VO02_19017,VO02_19018,1.439,4,OK
VO02_19021,VO02_19022,1.434,-1,OK
VO02_19025,VO02_19026,1.439,4,OK
VO02_19053,VO02_19054,1.436,1,OK
VO02_19057,VO02_19058,1.436,1,OK
VO02_19061,VO02_19062,1.436,1,OK
VO02_19065,VO02_19066,1.435,0,OK
VO02_19089,VO02_19090,1.435,0,OK
VO02_19093,VO02_19094,1.436,1,OK
VO02_19097,VO02_19098,1.433,-2,OK
VO02_19101,VO02_19102,1.437,2,OK
VO02_19105,VO02_19106,1.434,-1,OK
VO02_19129,VO02_19130,1.438,3,OK
VO02_19133,VO02_19134,1.433,-2,OK
VO02_19137,VO02_19138,1.436,1,OK
VO02_19141,VO02_19142,1.437,2,OK
VO02_19145,VO02_19146,1.434,-1,OK
VO02_19169,VO02_19170,1.435,0,OK
VO02_19173,VO02_19174,1.435,0,OK
VO02_19177,VO02_19178,1.437,2,OK
VO02_19181,VO02_19182,1.435,0,OK
VO02_19185,VO02_19186,1.434,-1,OK
VO02_19209,VO02_19210,1.433,-2,OK
VO02_19213,VO02_19214,1.435,0,OK
VO02_19217,VO02_19218,1.437,2,OK
VO02_19221,VO02_19222,1.436,1,OK
VO02_19225,VO02_19226,1.435,0,OK
VO02_19249,VO02_19250,1.433,-2,OK
VO02_19253,VO02_19254,1.434,-1,OK
VO02_19257,VO02_19258,1.437,2,OK
VO02_19261,VO02_19262,1.436,1,OK
VO02_19265,VO02_19266,1.436,1,OK
VO02_19289,VO02_19290,1.436,1,OK
VO02_19293,VO02_19294,1.435,0,OK
VO02_19297,VO02_19298,1.435,0,OK
VO02_19301,VO02_19302,1.436,1,OK
VO02_19305,VO02_19306,1.435,0,OK
VO02_19329,VO02_19330,1.432,-3,OK
VO02_19333,VO02_19334,1.434,-1,OK
VO02_19337,VO02_19338,1.437,2,OK
VO02_19341,VO02_19342,1.435,0,OK
VO02_19345,VO02_19346,1.434,-1,OK
VO02_19369,VO02_19370,1.434,-1,OK
VO02_19373,VO02_19374,1.436,1,OK
VO02_19377,VO02_19378,1.434,-1,OK
VO02_19381,VO02_19382,1.432,-3,OK
VO02_19385,VO02_19386,1.434,-1,OK
VO02_19409,VO02_19410,1.433,-2,OK
VO02_19413,VO02_19414,1.434,-1,OK
VO02_19417,VO02_19418,1.435,0,OK
VO02_19421,VO02_19422,1.434,-1,OK
VO02_19425,VO02_19426,1.437,2,OK
VO02_19449,VO02_19450,1.436,1,OK
VO02_19453,VO02_19454,1.436,1,OK
VO02_19457,VO02_19458,1.436,1,OK
VO02_19461,VO02_19462,1.433,-2,OK
VO02_19465,VO02_19466,1.440,5,OK
VO02_19489,VO02_19490,1.435,0,OK
VO02_19493,VO02_19494,1.439,4,OK
VO02_19497,VO02_19498,1.434,-1,OK
VO02_19501,VO02_19502,1.436,1,OK
VO02_19505,VO02_19506,1.434,-1,OK
VO02_19529,VO02_19530,1.433,-2,OK
VO02_19533,VO02_19534,1.437,2,OK
VO02_19537,VO02_19538,1.434,-1,OK
VO02_19541,VO02_19542,1.431,-4,OK
VO02_19545,VO02_19546,1.433,-2,OK
VO02_19573,VO02_19574,1.432,-3,OK
VO02_19577,VO02_19578,1.431,-4,OK
VO02_19581,VO02_19582,1.434,-1,OK
VO02_19585,VO02_19586,1.434,-1,OK
VO02_19589,VO02_19590,1.432,-3,OK
VO02_19593,VO02_19594,1.434,-1,OK
VO02_19617,VO02_19618,1.431,-4,OK
VO02_19621,VO02_19622,1.432,-3,OK
VO02_19625,VO02_19626,1.436,1,OK
VO02_19629,VO02_19630,1.434,-1,OK
